"bounceRate","category","categoryRank","countryRank/Country","countryRank/CountryCode","countryRank/Rank","countryRank.country","countryRank.countryCode","countryRank.rank","description","domain","estimatedMonthlyVisits/2026-01-01","estimatedMonthlyVisits/2026-02-01","estimatedMonthlyVisits/2026-03-01","globalRank","isDataFromGA","pagesPerVisit","screenshot","snapshotDate","timeOnSite","title","topCountryShares/0/Country","topCountryShares/0/CountryCode","topCountryShares/0/Value","topCountryShares/1/Country","topCountryShares/1/CountryCode","topCountryShares/1/Value","topCountryShares/2/Country","topCountryShares/2/CountryCode","topCountryShares/2/Value","topCountryShares/3/Country","topCountryShares/3/CountryCode","topCountryShares/3/Value","topCountryShares/4/Country","topCountryShares/4/CountryCode","topCountryShares/4/Value","topKeywords/0/cpc","topKeywords/0/esitmatedValue","topKeywords/0/name","topKeywords/1/cpc","topKeywords/1/esitmatedValue","topKeywords/1/name","topKeywords/2/cpc","topKeywords/2/esitmatedValue","topKeywords/2/name","topKeywords/3/cpc","topKeywords/3/esitmatedValue","topKeywords/3/name","topKeywords/4/cpc","topKeywords/4/esitmatedValue","topKeywords/4/name","trafficSources/Direct","trafficSources/Mail","trafficSources/Paid Referrals","trafficSources/Referrals","trafficSources/Search","trafficSources/Social","visits"
"0.40595917505678913","computers_electronics_and_technology/consumer_electronics","35","840","US","5386","840","US","5386","Discover Anker and shop chargers, batteries, hubs, docks, portable power stations, conferencing gear, and more.","anker.com","5006274","3887612","4165969","13249","false","3.296319876205928","https://site-images.similarcdn.com/image?url=anker.com&t=1&s=1&h=973d9456a30976920b8504f198979572b431d5ac9bf08c3f3c4b7e434094409d","2026-03-01T00:00:00+00:00","119.11198276891403","Anker | Live Charged.","840","US","0.4372916351650215","276","DE","0.08757934602374155","826","GB","0.06750383761506801","36","AU","0.03475180513411578","124","CA","0.034561404730132694","0.3","446930","anker","0.45","41180","anker power bank","0.53","13240","anker charger","0.43","7250","앤커","0.3","5960","anker powerbank","0.4075740005071865","0.0009971514508008987","0.013919713876408207","0.07220064129406568","0.4890494288939185","0.01625906397699137","4165969"
"0.39608147718808856","lifestyle/fashion_and_apparel","2","840","US","85","840","US","85","exclusive discounts and the latest trends at shein — women's dresses, tops, bottoms, shoes, plus size and more. ✓ free shipping on orders $49+ ✓ app only. 10% off with no min.+✓easy returns ✓ new arrivals dropped daily ✓","shein.com","313905366","320156380","334748871","89","false","5.223301818412437","https://site-images.similarcdn.com/image?url=shein.com&t=1&s=1&h=ecbcb2231129b025f05b5e745e5933090e0485eba3f0bccfa89960e81ef03819","2026-03-01T00:00:00+00:00","293.1185208112548","Women's Clothing, Women Fashion Sale | SHEIN USA","840","US","0.3283905425745283","76","BR","0.11231001118135783","724","ES","0.05492931992468069","250","FR","0.04937858642794714","124","CA","0.045568924659968923","1.14","24208250","shein","1.21","610510","shien","0.4","575430","شي ان","0.61","514060","シーイン","0.6","298680","シーン","0.5330811076127719","0.0022976788162957468","0.0112661112923539","0.023399631250356826","0.40425919358881535","0.02569627743940607","334748871"
"1","computers_electronics_and_technology/computers_electronics_and_technology",,,,,,,,"Discover Doogee and shop rugged phones, smartphones, tablets, smartwatch, portable, and more.","doogee.cc","1009","74","237","14880952","false","1","https://site-images.similarcdn.com/image?url=doogee.cc&t=1&s=1&h=5e5e0ccae41fb6cc6de4b5829a18a29850fe274d278446141cb833a4b9bc3da1","2026-03-01T00:00:00+00:00","0","FAQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","237"
"0.5538050837918058","lifestyle/childcare","10","840","US","5908","840","US","5908","Discover the best wearable breast pumps and comfort breastfeeding nursing bras at Momcozy. Cozy designs born from love.","momcozy.com","3102688","2885517","3424386","16132","false","3.2924215360293005","https://site-images.similarcdn.com/image?url=momcozy.com&t=1&s=1&h=314756d04178f464ee609594ee266a69470bf95af779a4cacb3e47a4bf550eb8","2026-03-01T00:00:00+00:00","79.73560468554727","Baby Milestones","840","US","0.4877460190890446","124","CA","0.0538684525944817","250","FR","0.03941018249382113","826","GB","0.03407958569957133","276","DE","0.023684085205869017","0.98","358780","momcozy","1.04","18670","momcozy bottle washer","1.3","13640","mom cozy",,"11610","dewaun","0.38","5300","tire lait momcozy","0.4322938912317804","0.0020754769635660496","0.01268152908517077","0.04568192871199961","0.4704354084935546","0.036831765511479396","3424386"
"0.944017423803703","home_and_garden/home_and_garden","766","616","PL","73853","616","PL","73853","Szukasz kasyna z płatnościami w bitcoin? Sprawdź nasz ranking, porównanie ofert i prosty poradnik, jak zacząć grać za kryptowaluty!","dreame-technology.com","638","1429","7520","3108192","false","1.1847118621691786","https://site-images.similarcdn.com/image?url=dreame-technology.com&t=1&s=1&h=3e7c3179dbc51197eaa4bdf2dc590f576c5d34448d554e3ba1e0ee15fe09eae4","2026-03-01T00:00:00+00:00","32.84892422983655","Bitcoin kasyna: ranking 2026 + jak grać w kasynie z krypto","616","PL","1",,,,,,,,,,,,,"2.58","0","book of ra",,,,,,,,,,,,,"0.7551370906174139","0.0012403024896775253","0.016975977054470067","0.03643210548004017","0.12368893938373336","0.0664754775656258","7520"
"0.5565040175694806","sports/cycling_and_biking",,,,,,,,"PRIVACY STATEMENT We take your privacy seriously and this privacy statement explains how engwe-bikes.com (collectively, “we,” “us,” or “our”) collect, use, share and process your information. Collection and Use of Personal Data Personal data is information that can be used to directly or indirectly identify you. Person","engwe-bikes.com","23278","881","674",,"false","1.6235789121416442","https://site-images.similarcdn.com/image?url=engwe-bikes.com&t=1&s=1&h=e80b5b92c95152442cad3c80bbecbdefb226d0b8652c2ff5ef5dccd2559c938b","2026-03-01T00:00:00+00:00","546.4580176308108","Privacy Policy",,,,,,,,,,,,,,,,"0.89","0","engwe","1.04","0","moped style ebike","1.52","0","engwe l20","1.73","0","electric bike manufacturer","1.33","0","top ebike brands","0","0","0","0","0","0","674"
"0","",,,,,,,,"跟踪机构持股、机构调研，专注价值  - iniu.com ","iniu.com","0","0","0",,"false","0","https://site-images.similarcdn.com/image?url=iniu.com&t=1&s=1&h=f60753857ff3c6e74006d2a96620e1cb7bd563f463070d0425b91e75d7ba4816","2026-03-01T00:00:00+00:00","0","i牛股票 - iniu.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0"
"0.4419382623993015","home_and_garden/home_and_garden","510","840","US","42890","840","US","42890","Discover COSORI's line of home cooking essentials such as air fryers, toaster ovens, food dehydrators, rice cookers, pressure cookers, kettles, and a collection of delicious recipes to go with them.","cosori.com","527785","405360","336219","139603","false","2.5280088026927388","https://site-images.similarcdn.com/image?url=cosori.com&t=1&s=1&h=4559d5c042410c94d92357de5a1af40736a4ffca4c3e6ae665a742c617df72f4","2026-03-01T00:00:00+00:00","82.10509715593159","Legal","840","US","0.6132653396454784","124","CA","0.0497785419786752","344","HK","0.0413526949892469","156","CN","0.016767440793766672","528","NL","0.014808332896324689","0.44","17680","cosori","0.5","14320","cosori air fryer","0.3","5020","air fryer","0.37","2740","rice cooker","0.76","2620","cosori rice cooker","0.47864788675240416","0.0021191627480752462","0.01600695314209422","0.055663100200710386","0.41523805894116894","0.032324838186873435","336219"
"0.4618302187214584","sports/sports","6795","840","US","470752","840","US","470752","NiteRider Technical Lighting products are sold in the United States through a network of authorized dealers selected by NiteRider. You can locate one near you through the official dealer locator below. International customers, please visit our International Distributor list page.","niterider.com","25751","18230","16498","1425630","false","2.165625712400257","https://site-images.similarcdn.com/image?url=niterider.com&t=1&s=1&h=297108f80dce8d01c75e4514968d89274dba1cb59a18919b0b9fa1ea42b73794","2026-03-01T00:00:00+00:00","44.323568829132334","FIND A DEALER","840","US","0.6478235205800303","484","MX","0.17569768564628607","826","GB","0.05466739519474465","250","FR","0.047555042893051645","124","CA","0.042339652994621474","0.79","1210","niterider","0.99","300","niterider swift 500",,"270","nightrider ebike lights",,"220","mtb bike light night rider review",,"210","1/4 thread to durible 2500 lumen bike light","0.4275016080753361","0.0010546957087806958","0.009178319641185472","0.05425632305546191","0.456246799279855","0.05176225423868693","16498"
"0.6049742847248626","computers_electronics_and_technology/computers_electronics_and_technology","109","276","DE","3436","276","DE","3436","Roborock's intelligent automatic robot vacuum cleaners turn time spent vacuuming and mopping into free time for you to spend on the better things in life.","roborock.com","3795877","2575822","3309715","17668","false","2.9030671535383474","https://site-images.similarcdn.com/image?url=roborock.com&t=1&s=1&h=782726e7ee5c539220e4182457d13d9b471213cc2ff0d044cec517721c38cef0","2026-03-01T00:00:00+00:00","95.7840733840003","Intelligent Robot Vacuum Cleaner and Mop","840","US","0.2697581632204149","156","CN","0.14479134176705363","276","DE","0.10506333678908132","792","TR","0.059279386365411454","250","FR","0.040272227229058065","0.5","300190","roborock",,"21910","로보락","0.5","20460","robo rock","0.83","14000","roborock saros 10r","1.03","12150","roborock saros 20","0.3821711437998062","0.0008266119357279597","0.01875737523994319","0.05466742715751187","0.526919078932442","0.01665836293446192","3309715"
"0.3722898472379778","computers_electronics_and_technology/computers_electronics_and_technology","99","276","DE","3142","276","DE","3142","discover the best resin and fdm 3d printers, filaments, accessories and software on anycubic. elevate your printing projects with top-quality materials. ","anycubic.com","2105738","1851273","2064668","25437","false","3.7778395446648845","https://site-images.similarcdn.com/image?url=anycubic.com&t=1&s=1&h=3d26f9e392afbbc4681b2468c6adf56257aae2dc56e3e6ea72c89fc0cd8c6a68","2026-03-01T00:00:00+00:00","140.67648891014937","Anycubic 3D Printer | For Freedom to Make","276","DE","0.23431881723050604","840","US","0.19750471293606697","250","FR","0.06298901907399233","156","CN","0.04725069495241983","124","CA","0.04681153832142961","0.93","134050","anycubic","1.28","31430","anycubic kobra x","0.81","18080","anycubic slicer","1.41","8950","kobra x","0.95","8060","any cubic","0.38366286012172457","0.0017863716079172017","0.015876848509277206","0.06545554105516957","0.5116496069647255","0.021568771741109462","2064668"
"0.46366725837332173","computers_electronics_and_technology/computer_hardware","24","840","US","11307","840","US","11307","xTool introduces its benchmark diode laser cutter now. With a 40W laser power, multiple laser heads and positioning and focus methods, it perfectly suits the needs of small business owners. It also features unparalleled safety and is compatible with other accessories.","xtool.com","2142879","1627447","1729355","32610","false","3.045303411624456","https://site-images.similarcdn.com/image?url=xtool.com&t=1&s=1&h=6139bc6134f1c88f83caff34fcfe31c4c279660ca643623feb56ecce2f747090","2026-03-01T00:00:00+00:00","166.99255356500672","xTool S1 Enclosed Diode Laser Cutter","840","US","0.47014848111258606","276","DE","0.0976343147683924","250","FR","0.09063104863376649","826","GB","0.045181907975315266","124","CA","0.03723187120593202","0.64","156260","xtool","0.72","6780","xtool p3","0.95","6340","xtools","0.72","5410","xtool f2","0.94","4360","xtool uv printer","0.4659378928089283","0.0016727328454744022","0.01578197583868878","0.053707154443798026","0.4047618376644885","0.058138406398617594","1729355"
"0.46565377306989303","pets_and_animals/pet_food_and_supplies",,,,,,,,"All orders are shipped within five (5) business days of receipt of order Monday through Friday (8am to 5pm local time). Orders placed between 4pm and 5pm local time on Fridays will be processed the following Monday. We use the United States Postal Service and FedEx to deliver our orders. If the shipping carrier provide","petkit.com","219133","143429","169268",,"false","2.267584042263818","https://site-images.similarcdn.com/image?url=petkit.com&t=1&s=1&h=d768f55e30390730a00d0aff1d4481d97c6d1e7ba408ad8e8d328270629acd9d","2026-03-01T00:00:00+00:00","51.20674204654151","SHIPPING POLICY","840","US","0.4311064794722754","792","TR","0.04881886055528091","276","DE","0.04088317943480546","643","RU","0.03351068178661435","826","GB","0.029513871417393107","0.84","21960","petkit","0.95","1530","petkit pura max","2.44","1370","petkir","1.09","680","cat water fountain","1.82","530","petkit automatic litter box","0.4467188659447653","0.0017191448458850017","0.017247553795560294","0.06258246207373654","0.430110349565652","0.041564132973016685","169268"
"0.42935963471587546","computers_electronics_and_technology/consumer_electronics","143","840","US","28708","840","US","28708","FAQ","eufylife.com","1005581","894147","966496","57574","false","2.8214742890496476","https://site-images.similarcdn.com/image?url=eufylife.com&t=1&s=1&h=5b52ff084bc2933dc68439bad344e1e46011faed1e4308dc1be80891194bc710","2026-03-01T00:00:00+00:00","136.634704088005","FAQ - eufy Deutschland - eufy","840","US","0.5059788657404736","826","GB","0.10959918267746409","528","NL","0.06129674682714593","36","AU","0.060564005076121856","276","DE","0.053621816736182756","0.7","7550","eufy","0.53","4010","eufy login","0.6","3090","eufy web portal","0.8","1490","eufy security","0.95","840","eufy security login","0.6487445674789529","0.002391149171895325","0.005243914374971363","0.06831405432770622","0.264188501389287","0.011002825610134223","966496"
"0.4270972189585157","computers_electronics_and_technology/consumer_electronics","202","840","US","40528","840","US","40528","Buying high-quality phone cases from our online store, they are meticulously crafted with the finest materials to prevent falls and scratches. Limited-time purchase！","torraslife.com","619047","457997","1055114","49175","false","3.4442685934848205","https://site-images.similarcdn.com/image?url=torraslife.com&t=1&s=1&h=0e64d37905f36041a118702c445bc7c8f84e95f020120cdb211ea29b9282bd5d","2026-03-01T00:00:00+00:00","135.20515090535318","Phone Cases & Phone Cover & Cell Phone Cases | TORRAS","840","US","0.25841589730822384","380","IT","0.10158089614198008","36","AU","0.06345804243128665","356","IN","0.062141393161919765","124","CA","0.04635336505898222","0.59","48910","torras","1.24","5030","torras cases","0.7","4860","torras case","1.1","4080","torras phone case","1.34","2060","torraslife","0.37613579499849525","0.0009820752694955407","0.02105512252985383","0.05652837401090836","0.4669371727967764","0.07836146039405663","1055114"
"0","",,,,,,,,,"sonsics.com","0","0","0",,"false","0","https://site-images.similarcdn.com/image?url=sonsics.com&t=1&s=1&h=7a0f1e8d6a80bf86a4643b5ee5859fec22155ebe58d5a6dc4afa066ec2bb53f9","2026-03-01T00:00:00+00:00","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0"
"0.4781186413723489","lifestyle/beauty_and_cosmetics","63","840","US","6266","840","US","6266","The #1 Trusted Human Hair Glueless Wigs and Hair Bundles Store. Free Shipping | 72 Hours Delivery | 30 Days Return Policy | Buy Now Pay Later","unice.com","2090927","1895550","2320125","26650","false","2.7891312851766776","https://site-images.similarcdn.com/image?url=unice.com&t=1&s=1&h=0566a4341a864775cd7a9de5569ccaaf193ac9a1bb31b6dfbff81f02f05fe610","2026-03-01T00:00:00+00:00","161.35231063009857","UNice","840","US","0.5767398027286261","156","CN","0.16643235036868748","124","CA","0.05572445306375575","826","GB","0.047548468214269765","250","FR","0.011118857471425313","1.06","51730","unice","0.86","42120","unice hair","0.99","4430","isee hair","0.94","4010","iseehair","0.74","2690","unice wigs","0.5908577220721739","0.0014897207523824067","0.013309910308815176","0.045423720060097816","0.3043315691051613","0.04458735770093729","2320125"
"0.42267032555285744","computers_electronics_and_technology/computer_hardware","31","840","US","14690","840","US","14690","ELEGOO specializes in the research, development, and production of the most quality & affordable 3D printers, Arduino-based STEM & robotic kits, making technology easy-to-access for all the makers around the world.","elegoo.com","2114252","1683580","1615946","30446","false","3.9613532249944066","https://site-images.similarcdn.com/image?url=elegoo.com&t=1&s=1&h=21b8cb754a7a00e4eadbbfd1a279b62a64b112310e030d755c43c764c461857c","2026-03-01T00:00:00+00:00","144.88205718054678","ELEGOO: Best Consumer Level 3D Printers, Materials and STEM Products","840","US","0.3989135431797978","276","DE","0.06981069946336575","826","GB","0.0668026851187021","124","CA","0.04804473959211556","724","ES","0.037909143270398016","1.47","156040","elegoo","0.93","25300","elegoo centauri carbon","0.41","10970","elegoo slicer","1.12","10340","elegoo centauri carbon 2","1.01","7160","centauri carbon","0.37003206476005146","0.0019135523639620825","0.016088508311804674","0.04475637996156867","0.5399927119191866","0.027216782683186173","1615946"
"0.39235101192947136","computers_electronics_and_technology/computers_electronics_and_technology","604","840","US","23598","840","US","23598","BOOX is an electronics brand offering innovative E Ink (ePaper) tablets and devices based on Android. Save eyes, boost productivity. Learn now.","boox.com","1602803","1298867","1263097","39874","false","3.5312788486101354","https://site-images.similarcdn.com/image?url=boox.com&t=1&s=1&h=d156ed6fda54e142ae46b790c9290454e44743738f1d9b0f3e85b3cefe2a3ff9","2026-03-01T00:00:00+00:00","133.86971495653418","Home","840","US","0.36402883313964546","124","CA","0.04825212780893424","826","GB","0.03814065409763604","276","DE","0.03784345723320916","528","NL","0.030397376887446818","0.51","97540","boox","0.5","17370","onyx boox","0.3","13440","boox palma","0.68","6610","boox go 7",,"5190","文石","0.4345522078623117","0.0007869230188829623","0.009550818032877823","0.04912921275869346","0.47741655738480704","0.028564280942397637","1263097"
"0","",,,,,,,,"","pitaka.com","0","0","0",,"false","0","https://site-images.similarcdn.com/image?url=pitaka.com&t=1&s=1&h=ca7aa852190c3c176fd891ff5201e4fba587e949a18cdd0c2ccf5d8ba0b94546","2026-03-01T00:00:00+00:00","0","pitaka.com",,,,,,,,,,,,,,,,,"20","pitaka.com","0.16","0","pitaka",,"0","pitcoa",,,,,,,"0","0","0","0","0","0","0"
"0","",,,,,,,,,"djiparts.com","0","0","0",,"false","0","https://site-images.similarcdn.com/image?url=djiparts.com&t=1&s=1&h=6e5a46ec904f0bb3da1054c9b8d5e9cb326b73a1a83b55bdeec0e934141e7a85","2026-03-01T00:00:00+00:00","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0"
